ratio,n_rep,n_users,model,frontier,difference,p_value
0.8,8,6618,0.08201129345126792,0.09920731919344145,-0.017196025742173514,0.00009999000099990002
0.9,9,6618,0.08201129345126792,0.1038943634190386,-0.021883069967770688,0.00009999000099990002
1.0,10,6618,0.08201129345126792,0.10756563980123526,-0.025554346349967335,0.00009999000099990002
